case_id,case_kind,expected_type,a,b,provenance
random_00568,random,,3239,7633,random_seed_20260220
random_00569,random,,7255,-1541,random_seed_20260220
random_00570,random,,-2564,6346,random_seed_20260220
random_00571,random,,-2795,-5341,random_seed_20260220
random_00572,random,,-5055,-9074,random_seed_20260220
random_00573,random,,7857,-1299,random_seed_20260220
random_00574,random,,-980,-7252,random_seed_20260220
random_00575,random,,8044,2566,random_seed_20260220
random_00576,random,,-5406,-9836,random_seed_20260220
random_00577,random,,4565,-7788,random_seed_20260220
random_00578,random,,-6004,862,random_seed_20260220
random_00579,random,,-3626,-9477,random_seed_20260220
random_00580,random,,8752,-4967,random_seed_20260220
random_00581,random,,9026,97,random_seed_20260220
random_00582,random,,-2544,-2838,random_seed_20260220
random_00583,random,,-1963,4736,random_seed_20260220
random_00584,random,,7334,5714,random_seed_20260220
random_00585,random,,2669,4793,random_seed_20260220
random_00586,random,,-7725,4445,random_seed_20260220
random_00587,random,,-2496,-2381,random_seed_20260220
random_00588,random,,-5192,-9395,random_seed_20260220
random_00589,random,,-2816,-312,random_seed_20260220
random_00590,random,,-538,7930,random_seed_20260220
random_00591,random,,-2212,-8783,random_seed_20260220
random_00592,random,,3992,6903,random_seed_20260220
random_00593,random,,-3853,1581,random_seed_20260220
random_00594,random,,-8759,-4168,random_seed_20260220
random_00595,random,,1781,4276,random_seed_20260220
random_00596,random,,1515,5083,random_seed_20260220
random_00597,random,,3765,-1195,random_seed_20260220
random_00598,random,,6314,9433,random_seed_20260220
random_00599,random,,5610,718,random_seed_20260220
random_00600,random,,-4694,-8771,random_seed_20260220
random_00601,random,,-4429,9582,random_seed_20260220
random_00602,random,,1803,2386,random_seed_20260220
random_00603,random,,-5073,-5823,random_seed_20260220
random_00604,random,,8214,5809,random_seed_20260220
random_00605,random,,-1664,-9144,random_seed_20260220
random_00606,random,,-2774,3914,random_seed_20260220
random_00607,random,,-9422,-8691,random_seed_20260220
random_00608,random,,-6519,1693,random_seed_20260220
random_00609,random,,2248,-7371,random_seed_20260220
random_00610,random,,-8787,2051,random_seed_20260220
random_00611,random,,4475,-6708,random_seed_20260220
random_00612,random,,6597,-4346,random_seed_20260220
random_00613,random,,1306,9328,random_seed_20260220
random_00614,random,,-9244,2709,random_seed_20260220
random_00615,random,,8419,5030,random_seed_20260220
random_00616,random,,-2754,-6962,random_seed_20260220
random_00617,random,,8035,-9376,random_seed_20260220
random_00618,random,,8866,-9719,random_seed_20260220
random_00619,random,,1102,6161,random_seed_20260220
random_00620,random,,3291,7681,random_seed_20260220
random_00621,random,,1751,9082,random_seed_20260220
random_00622,random,,1358,3960,random_seed_20260220
random_00623,random,,-1934,6684,random_seed_20260220
random_00624,random,,-3354,-7526,random_seed_20260220
random_00625,random,,-21,-6597,random_seed_20260220
random_00626,random,,-4051,-8428,random_seed_20260220
random_00627,random,,5931,3440,random_seed_20260220
random_00628,random,,-9580,-2742,random_seed_20260220
random_00629,random,,-8311,6028,random_seed_20260220
random_00630,random,,5445,-4745,random_seed_20260220
random_00631,random,,-4126,5785,random_seed_20260220
random_00632,random,,-1555,-3811,random_seed_20260220
random_00633,random,,-7006,4616,random_seed_20260220
random_00634,random,,5082,6926,random_seed_20260220
random_00635,random,,5958,-80,random_seed_20260220
random_00636,random,,-9807,7817,random_seed_20260220
random_00637,random,,8777,-9978,random_seed_20260220
random_00638,random,,-5101,7926,random_seed_20260220
random_00639,random,,4981,5664,random_seed_20260220
random_00640,random,,3359,-6886,random_seed_20260220
random_00641,random,,189,9803,random_seed_20260220
random_00642,random,,-5194,-3082,random_seed_20260220
random_00643,random,,-947,-5045,random_seed_20260220
random_00644,random,,4330,2643,random_seed_20260220
random_00645,random,,-877,-862,random_seed_20260220
random_00646,random,,-8901,-1744,random_seed_20260220
random_00647,random,,-7456,-9252,random_seed_20260220
random_00648,random,,-4350,-3137,random_seed_20260220
random_00649,random,,2531,9831,random_seed_20260220
random_00650,random,,1621,9422,random_seed_20260220
random_00651,random,,1542,-708,random_seed_20260220
random_00652,random,,1006,-8363,random_seed_20260220
random_00653,random,,1143,1732,random_seed_20260220
random_00654,random,,-4777,-7994,random_seed_20260220
random_00655,random,,1718,-2616,random_seed_20260220
random_00656,random,,4166,4290,random_seed_20260220
random_00657,random,,5354,-6449,random_seed_20260220
random_00658,random,,4438,6679,random_seed_20260220
random_00659,random,,-8196,249,random_seed_20260220
random_00660,random,,9290,-3202,random_seed_20260220
random_00661,random,,-1425,-4153,random_seed_20260220
random_00662,random,,3378,-2802,random_seed_20260220
random_00663,random,,783,-9985,random_seed_20260220
random_00664,random,,5867,5296,random_seed_20260220
random_00665,random,,-1213,-3204,random_seed_20260220
random_00666,random,,-9129,6428,random_seed_20260220
random_00667,random,,3500,7710,random_seed_20260220
random_00668,random,,7830,-2137,random_seed_20260220
random_00669,random,,2436,-8994,random_seed_20260220
random_00670,random,,-7996,-1718,random_seed_20260220
random_00671,random,,3597,4176,random_seed_20260220
random_00672,random,,2023,-4882,random_seed_20260220
random_00673,random,,-5464,-5463,random_seed_20260220
random_00674,random,,2930,6466,random_seed_20260220
random_00675,random,,1654,3902,random_seed_20260220
random_00676,random,,2640,8260,random_seed_20260220
random_00677,random,,4907,-5130,random_seed_20260220
random_00678,random,,-731,7395,random_seed_20260220
random_00679,random,,508,7648,random_seed_20260220
random_00680,random,,6007,-7781,random_seed_20260220
random_00681,random,,-1453,8846,random_seed_20260220
random_00682,random,,-2917,-2710,random_seed_20260220
random_00683,random,,-11,5201,random_seed_20260220
random_00684,random,,1059,7830,random_seed_20260220
random_00685,random,,-6834,6585,random_seed_20260220
random_00686,random,,5887,-797,random_seed_20260220
random_00687,random,,6761,-5471,random_seed_20260220
random_00688,random,,290,5290,random_seed_20260220
random_00689,random,,-1041,-7507,random_seed_20260220
random_00690,random,,-2185,-8624,random_seed_20260220
random_00691,random,,3390,5584,random_seed_20260220
random_00692,random,,9003,3703,random_seed_20260220
random_00693,random,,-4182,417,random_seed_20260220
random_00694,random,,2537,5272,random_seed_20260220
random_00695,random,,-158,-7454,random_seed_20260220
random_00696,random,,8477,9434,random_seed_20260220
random_00697,random,,-1883,-1394,random_seed_20260220
random_00698,random,,5613,1853,random_seed_20260220
random_00699,random,,-2497,6063,random_seed_20260220
random_00700,random,,9859,1912,random_seed_20260220
random_00701,random,,3782,-3734,random_seed_20260220
random_00702,random,,-9773,-7683,random_seed_20260220
random_00703,random,,-4066,5747,random_seed_20260220
random_00704,random,,3494,4835,random_seed_20260220
random_00705,random,,3071,-9520,random_seed_20260220
random_00706,random,,6582,-8721,random_seed_20260220
random_00707,random,,7173,2767,random_seed_20260220
random_00708,random,,-2012,-918,random_seed_20260220
random_00709,random,,-3415,5103,random_seed_20260220
random_00710,random,,-7800,8026,random_seed_20260220
random_00711,random,,1135,-8673,random_seed_20260220
random_00712,random,,9282,4945,random_seed_20260220
random_00713,random,,-8671,-2135,random_seed_20260220
random_00714,random,,-3588,9882,random_seed_20260220
random_00715,random,,-2259,120,random_seed_20260220
random_00716,random,,4004,-7810,random_seed_20260220
random_00717,random,,3877,-902,random_seed_20260220
random_00718,random,,-8436,1007,random_seed_20260220
random_00719,random,,4422,7830,random_seed_20260220
random_00720,random,,9323,-4064,random_seed_20260220
random_00721,random,,436,1027,random_seed_20260220
random_00722,random,,85,8029,random_seed_20260220
random_00723,random,,7536,-3642,random_seed_20260220
random_00724,random,,7055,-6638,random_seed_20260220
random_00725,random,,4114,-8718,random_seed_20260220
random_00726,random,,3271,-2197,random_seed_20260220
random_00727,random,,-3553,-9646,random_seed_20260220
random_00728,random,,-2964,-7063,random_seed_20260220
random_00729,random,,1255,-3498,random_seed_20260220
random_00730,random,,8461,4583,random_seed_20260220
random_00731,random,,-3730,-3811,random_seed_20260220
random_00732,random,,109,-1025,random_seed_20260220
random_00733,random,,3904,-9493,random_seed_20260220
random_00734,random,,6090,-1395,random_seed_20260220
random_00735,random,,-2903,8919,random_seed_20260220
random_00736,random,,2482,8432,random_seed_20260220
random_00737,random,,-8497,4100,random_seed_20260220
random_00738,random,,-2360,1487,random_seed_20260220
random_00739,random,,-6907,-5561,random_seed_20260220
random_00740,random,,2165,1128,random_seed_20260220
random_00741,random,,98,-8415,random_seed_20260220
random_00742,random,,2844,-7285,random_seed_20260220
random_00743,random,,8686,-2702,random_seed_20260220
random_00744,random,,-8112,9390,random_seed_20260220
random_00745,random,,-2792,-3793,random_seed_20260220
random_00746,random,,4914,1122,random_seed_20260220
random_00747,random,,3854,-5792,random_seed_20260220
random_00748,random,,9223,-7797,random_seed_20260220
random_00749,random,,996,-8471,random_seed_20260220
random_00750,random,,-1414,2959,random_seed_20260220
random_00751,random,,3349,5530,random_seed_20260220
random_00752,random,,-4134,-8463,random_seed_20260220
random_00753,random,,-6660,5475,random_seed_20260220
random_00754,random,,-317,587,random_seed_20260220
random_00755,random,,858,-4297,random_seed_20260220
random_00756,random,,-2068,-5657,random_seed_20260220
random_00757,random,,-2032,4,random_seed_20260220
random_00758,random,,7951,4438,random_seed_20260220
random_00759,random,,5257,-472,random_seed_20260220
random_00760,random,,1020,7507,random_seed_20260220
random_00761,random,,8077,-4573,random_seed_20260220
random_00762,random,,40,-4057,random_seed_20260220
random_00763,random,,-2765,-4600,random_seed_20260220
random_00764,random,,-7482,5985,random_seed_20260220
random_00765,random,,3096,3537,random_seed_20260220
random_00766,random,,-2701,-5422,random_seed_20260220
random_00767,random,,4583,-7187,random_seed_20260220
random_00768,random,,8538,-664,random_seed_20260220
random_00769,random,,7564,-414,random_seed_20260220
random_00770,random,,-5538,3899,random_seed_20260220
random_00771,random,,4685,-1371,random_seed_20260220
random_00772,random,,-3616,-7061,random_seed_20260220
random_00773,random,,-9996,-9563,random_seed_20260220
random_00774,random,,-8668,-2335,random_seed_20260220
random_00775,random,,-7148,-5380,random_seed_20260220
random_00776,random,,5713,2035,random_seed_20260220
random_00777,random,,-1253,519,random_seed_20260220
random_00778,random,,8918,6705,random_seed_20260220
random_00779,random,,9837,1858,random_seed_20260220
random_00780,random,,-6526,-8652,random_seed_20260220
random_00781,random,,6518,-8793,random_seed_20260220
random_00782,random,,8515,6214,random_seed_20260220
random_00783,random,,8594,-2542,random_seed_20260220
random_00784,random,,-2611,-4332,random_seed_20260220
random_00785,random,,9967,-3062,random_seed_20260220
random_00786,random,,4524,-2806,random_seed_20260220
random_00787,random,,-6546,-3268,random_seed_20260220
random_00788,random,,-787,6791,random_seed_20260220
random_00789,random,,3385,7435,random_seed_20260220
random_00790,random,,-4952,6896,random_seed_20260220
random_00791,random,,-1523,-8574,random_seed_20260220
random_00792,random,,-1383,-2064,random_seed_20260220
random_00793,random,,8309,9424,random_seed_20260220
random_00794,random,,823,-5548,random_seed_20260220
random_00795,random,,-6195,-2524,random_seed_20260220
random_00796,random,,-1082,4082,random_seed_20260220
random_00797,random,,2065,2529,random_seed_20260220
random_00798,random,,4853,-7831,random_seed_20260220
random_00799,random,,-3466,2211,random_seed_20260220
random_00800,random,,-5822,2526,random_seed_20260220
random_00801,random,,-7276,318,random_seed_20260220
random_00802,random,,9688,8053,random_seed_20260220
random_00803,random,,504,-3057,random_seed_20260220
random_00804,random,,-1986,932,random_seed_20260220
random_00805,random,,-5722,-1608,random_seed_20260220
random_00806,random,,-8824,-3142,random_seed_20260220
random_00807,random,,-2584,4229,random_seed_20260220
random_00808,random,,-154,2553,random_seed_20260220
random_00809,random,,-5462,1738,random_seed_20260220
random_00810,random,,-2470,6869,random_seed_20260220
random_00811,random,,-136,-5543,random_seed_20260220
random_00812,random,,-1630,6749,random_seed_20260220
random_00813,random,,8647,-6490,random_seed_20260220
random_00814,random,,1785,-5770,random_seed_20260220
random_00815,random,,1640,1609,random_seed_20260220
random_00816,random,,-4478,1980,random_seed_20260220
random_00817,random,,-9759,7758,random_seed_20260220
random_00818,random,,8726,-402,random_seed_20260220
random_00819,random,,-654,-9603,random_seed_20260220
random_00820,random,,1801,-9491,random_seed_20260220
random_00821,random,,5784,2054,random_seed_20260220
random_00822,random,,-3954,-3251,random_seed_20260220
random_00823,random,,-6105,-1950,random_seed_20260220
random_00824,random,,-3716,4898,random_seed_20260220
random_00825,random,,440,-7866,random_seed_20260220
random_00826,random,,1853,2907,random_seed_20260220
random_00827,random,,-5902,7947,random_seed_20260220
random_00828,random,,5277,-7551,random_seed_20260220
random_00829,random,,1688,8141,random_seed_20260220
random_00830,random,,896,-5737,random_seed_20260220
random_00831,random,,-7834,-1737,random_seed_20260220
random_00832,random,,-6779,-7249,random_seed_20260220
random_00833,random,,7529,-7216,random_seed_20260220
random_00834,random,,5972,-3344,random_seed_20260220
random_00835,random,,7428,8826,random_seed_20260220
random_00836,random,,2625,4862,random_seed_20260220
random_00837,random,,-2224,3418,random_seed_20260220
